"[27, 29]","[2, 10]","[None, {'delay_seconds': 0.42, 'feedback': 0.44, 'mix': 0.95}]"
"[3, 16]","[29, 27]","[{'room_size': 0.78, 'damping': 0.62, 'wet_level': 0.95, 'dry_level': 0.97, 'width': 0.28, 'freeze_mode': 0.48}, {'room_size': 0.35, 'damping': 0.09, 'wet_level': 0.15, 'dry_level': 0.51, 'width': 0.88, 'freeze_mode': 0.63}]"
"[1, 42, 24]","[1, 5, 2]","[[{'room_size': 0.15, 'damping': 0.94, 'wet_level': 0.21, 'dry_level': 0.55, 'width': 0.49, 'freeze_mode': 0.51}, {'delay_seconds': 0.27, 'feedback': 0.78, 'mix': 0.74}], {'room_size': 0.95, 'damping': 0.51, 'wet_level': 0.55, 'dry_level': 0.9, 'width': 0.92, 'freeze_mode': 0.65}, [{'room_size': 0.86, 'damping': 0.78, 'wet_level': 0.24, 'dry_level': 0.05, 'width': 0.57, 'freeze_mode': 0.84}, {'delay_seconds': 0.25, 'feedback': 0.77, 'mix': 0.41}]]"
"[17, 33]","[20, 8]","[{'delay_seconds': 0.11, 'feedback': 0.01, 'mix': 0.87}, None]"
"[2, 33, 5]","[9, 0, 5]","[{'room_size': 0.68, 'damping': 0.37, 'wet_level': 0.97, 'dry_level': 0.96, 'width': 0.08, 'freeze_mode': 0.02}, [{'room_size': 0.72, 'damping': 0.63, 'wet_level': 0.29, 'dry_level': 0.17, 'width': 0.93, 'freeze_mode': 0.91}, {'delay_seconds': 0.24, 'feedback': 0.17, 'mix': 0.38}], None]"
"[17, 27, 41]","[29, 13, 20]","[None, [{'room_size': 0.09, 'damping': 0.74, 'wet_level': 0.06, 'dry_level': 0.28, 'width': 0.1, 'freeze_mode': 0.53}, {'delay_seconds': 0.65, 'feedback': 0.89, 'mix': 0.73}], {'room_size': 0.96, 'damping': 0.76, 'wet_level': 0.3, 'dry_level': 0.55, 'width': 0.46, 'freeze_mode': 0.57}]"
"[5, 8, 49, 18]","[28, 19, 10, 38]","[{'room_size': 0.45, 'damping': 0.1, 'wet_level': 0.82, 'dry_level': 0.38, 'width': 0.25, 'freeze_mode': 1.0}, {'delay_seconds': 0.16, 'feedback': 0.62, 'mix': 0.56}, {'delay_seconds': 0.29, 'feedback': 0.64, 'mix': 0.76}, None]"
"[34, 2, 40, 1]","[1, 14, 27, 29]","[{'room_size': 0.37, 'damping': 0.49, 'wet_level': 0.43, 'dry_level': 0.82, 'width': 0.03, 'freeze_mode': 0.87}, [{'room_size': 0.29, 'damping': 0.62, 'wet_level': 0.77, 'dry_level': 0.45, 'width': 0.47, 'freeze_mode': 0.06}, {'delay_seconds': 0.92, 'feedback': 0.85, 'mix': 0.4}], None, {'room_size': 0.3, 'damping': 0.29, 'wet_level': 0.57, 'dry_level': 0.85, 'width': 0.93, 'freeze_mode': 0.27}]"
"[18, 10]","[37, 38]","[{'delay_seconds': 0.63, 'feedback': 0.41, 'mix': 0.92}, None]"
"[21, 31]","[26, 7]","[{'delay_seconds': 0.97, 'feedback': 0.12, 'mix': 0.35}, {'delay_seconds': 0.96, 'feedback': 0.62, 'mix': 0.35}]"
"[18, 34]","[34, 32]","[[{'room_size': 0.88, 'damping': 0.01, 'wet_level': 0.76, 'dry_level': 0.44, 'width': 0.12, 'freeze_mode': 0.58}, {'delay_seconds': 0.53, 'feedback': 0.84, 'mix': 0.52}], [{'room_size': 0.83, 'damping': 0.54, 'wet_level': 0.45, 'dry_level': 0.37, 'width': 0.17, 'freeze_mode': 0.58}, {'delay_seconds': 0.54, 'feedback': 0.98, 'mix': 0.41}]]"
"[42, 7, 37]","[1, 6, 20]","[None, {'delay_seconds': 0.01, 'feedback': 0.69, 'mix': 0.3}, {'room_size': 0.66, 'damping': 0.71, 'wet_level': 0.28, 'dry_level': 0.19, 'width': 0.83, 'freeze_mode': 0.74}]"
"[45, 13, 31]","[15, 29, 11]","[None, None, None]"
"[42, 19]","[0, 0]","[{'room_size': 0.3, 'damping': 0.48, 'wet_level': 0.21, 'dry_level': 0.33, 'width': 0.51, 'freeze_mode': 0.32}, {'delay_seconds': 0.9, 'feedback': 0.3, 'mix': 0.06}]"
"[15, 11, 48]","[16, 25, 6]","[{'delay_seconds': 0.5, 'feedback': 0.99, 'mix': 0.52}, {'room_size': 0.79, 'damping': 0.36, 'wet_level': 0.94, 'dry_level': 0.69, 'width': 0.08, 'freeze_mode': 0.11}, {'room_size': 0.52, 'damping': 0.85, 'wet_level': 0.1, 'dry_level': 0.14, 'width': 0.72, 'freeze_mode': 0.08}]"
"[18, 26, 37, 10]","[13, 35, 21, 3]","[{'delay_seconds': 0.03, 'feedback': 0.46, 'mix': 0.57}, {'room_size': 0.25, 'damping': 0.77, 'wet_level': 0.37, 'dry_level': 0.75, 'width': 0.58, 'freeze_mode': 0.87}, None, [{'room_size': 0.35, 'damping': 0.3, 'wet_level': 0.34, 'dry_level': 0.04, 'width': 0.28, 'freeze_mode': 0.17}, {'delay_seconds': 0.46, 'feedback': 0.46, 'mix': 0.77}]]"
"[46, 2]","[9, 38]","[[{'room_size': 0.3, 'damping': 0.13, 'wet_level': 0.81, 'dry_level': 0.64, 'width': 0.3, 'freeze_mode': 0.52}, {'delay_seconds': 0.61, 'feedback': 0.0, 'mix': 0.67}], {'room_size': 0.66, 'damping': 0.08, 'wet_level': 0.79, 'dry_level': 0.83, 'width': 0.29, 'freeze_mode': 0.16}]"
"[27, 3, 36]","[19, 3, 14]","[[{'room_size': 0.21, 'damping': 0.82, 'wet_level': 0.48, 'dry_level': 0.96, 'width': 1.0, 'freeze_mode': 0.8}, {'delay_seconds': 0.26, 'feedback': 0.23, 'mix': 0.25}], None, [{'room_size': 0.95, 'damping': 0.9, 'wet_level': 0.17, 'dry_level': 0.29, 'width': 0.59, 'freeze_mode': 0.48}, {'delay_seconds': 0.12, 'feedback': 0.37, 'mix': 0.95}]]"
"[31, 38]","[20, 28]","[{'room_size': 0.22, 'damping': 0.74, 'wet_level': 0.05, 'dry_level': 0.22, 'width': 0.01, 'freeze_mode': 0.39}, {'delay_seconds': 0.74, 'feedback': 0.22, 'mix': 0.1}]"
"[10, 15]","[27, 28]","[[{'room_size': 0.89, 'damping': 0.5, 'wet_level': 0.61, 'dry_level': 0.67, 'width': 0.82, 'freeze_mode': 0.51}, {'delay_seconds': 0.11, 'feedback': 0.39, 'mix': 0.72}], None]"
"[29, 29]","[19, 26]","[{'room_size': 0.26, 'damping': 0.74, 'wet_level': 0.5, 'dry_level': 0.01, 'width': 0.38, 'freeze_mode': 0.64}, [{'room_size': 0.25, 'damping': 0.89, 'wet_level': 0.21, 'dry_level': 0.57, 'width': 0.41, 'freeze_mode': 0.58}, {'delay_seconds': 0.5, 'feedback': 0.0, 'mix': 0.35}]]"
"[48, 9, 0]","[35, 39, 21]","[[{'room_size': 0.39, 'damping': 0.14, 'wet_level': 0.06, 'dry_level': 0.17, 'width': 0.87, 'freeze_mode': 0.98}, {'delay_seconds': 0.88, 'feedback': 0.97, 'mix': 0.73}], None, {'delay_seconds': 0.32, 'feedback': 0.8, 'mix': 0.09}]"
"[49, 10, 10]","[5, 25, 7]","[{'delay_seconds': 0.52, 'feedback': 0.1, 'mix': 0.26}, None, None]"
"[34, 11]","[18, 25]","[{'delay_seconds': 0.92, 'feedback': 0.72, 'mix': 0.13}, [{'room_size': 0.35, 'damping': 0.93, 'wet_level': 0.73, 'dry_level': 0.59, 'width': 0.56, 'freeze_mode': 0.4}, {'delay_seconds': 0.59, 'feedback': 0.77, 'mix': 0.13}]]"
"[4, 5, 41, 2]","[20, 34, 22, 32]","[[{'room_size': 0.25, 'damping': 0.99, 'wet_level': 0.43, 'dry_level': 0.41, 'width': 0.46, 'freeze_mode': 0.12}, {'delay_seconds': 0.39, 'feedback': 0.34, 'mix': 0.47}], {'delay_seconds': 0.07, 'feedback': 0.54, 'mix': 0.31}, {'room_size': 0.99, 'damping': 0.63, 'wet_level': 0.24, 'dry_level': 0.1, 'width': 0.04, 'freeze_mode': 0.09}, {'delay_seconds': 0.96, 'feedback': 0.28, 'mix': 0.59}]"
"[12, 16]","[26, 19]","[{'room_size': 0.93, 'damping': 0.12, 'wet_level': 0.54, 'dry_level': 0.31, 'width': 0.88, 'freeze_mode': 0.7}, None]"
"[44, 5]","[25, 39]","[{'delay_seconds': 0.27, 'feedback': 0.89, 'mix': 0.63}, {'room_size': 0.33, 'damping': 0.81, 'wet_level': 0.11, 'dry_level': 0.86, 'width': 0.52, 'freeze_mode': 0.76}]"
"[3, 6, 1]","[27, 33, 8]","[[{'room_size': 0.38, 'damping': 0.33, 'wet_level': 0.91, 'dry_level': 0.04, 'width': 0.69, 'freeze_mode': 0.39}, {'delay_seconds': 0.38, 'feedback': 0.65, 'mix': 0.85}], {'delay_seconds': 0.56, 'feedback': 0.32, 'mix': 0.62}, None]"
"[34, 35]","[31, 4]","[[{'room_size': 0.76, 'damping': 0.93, 'wet_level': 0.21, 'dry_level': 0.8, 'width': 0.17, 'freeze_mode': 0.9}, {'delay_seconds': 0.64, 'feedback': 0.18, 'mix': 0.04}], [{'room_size': 0.69, 'damping': 0.61, 'wet_level': 0.61, 'dry_level': 0.48, 'width': 0.61, 'freeze_mode': 0.87}, {'delay_seconds': 0.95, 'feedback': 0.34, 'mix': 0.49}]]"
"[17, 45, 4]","[5, 31, 14]","[[{'room_size': 0.0, 'damping': 0.85, 'wet_level': 0.18, 'dry_level': 0.27, 'width': 0.36, 'freeze_mode': 0.88}, {'delay_seconds': 0.91, 'feedback': 0.66, 'mix': 0.44}], {'room_size': 0.52, 'damping': 0.58, 'wet_level': 0.95, 'dry_level': 0.97, 'width': 0.85, 'freeze_mode': 0.58}, {'delay_seconds': 0.48, 'feedback': 0.66, 'mix': 0.96}]"
"[26, 45]","[36, 24]","[[{'room_size': 0.16, 'damping': 0.17, 'wet_level': 0.33, 'dry_level': 0.83, 'width': 0.86, 'freeze_mode': 0.37}, {'delay_seconds': 0.43, 'feedback': 0.22, 'mix': 0.43}], [{'room_size': 0.27, 'damping': 0.17, 'wet_level': 0.16, 'dry_level': 0.78, 'width': 0.12, 'freeze_mode': 0.62}, {'delay_seconds': 0.17, 'feedback': 0.84, 'mix': 0.27}]]"
"[21, 13]","[28, 29]","[{'room_size': 0.42, 'damping': 0.11, 'wet_level': 0.47, 'dry_level': 0.18, 'width': 0.22, 'freeze_mode': 0.29}, [{'room_size': 0.39, 'damping': 0.69, 'wet_level': 0.39, 'dry_level': 0.16, 'width': 0.4, 'freeze_mode': 0.56}, {'delay_seconds': 0.04, 'feedback': 0.65, 'mix': 0.74}]]"
"[35, 13, 31]","[0, 14, 17]","[{'room_size': 0.52, 'damping': 0.53, 'wet_level': 0.3, 'dry_level': 0.84, 'width': 0.83, 'freeze_mode': 0.39}, {'delay_seconds': 0.94, 'feedback': 0.99, 'mix': 0.53}, {'delay_seconds': 0.93, 'feedback': 0.21, 'mix': 0.75}]"
"[12, 33, 5]","[33, 17, 20]","[{'room_size': 0.43, 'damping': 0.65, 'wet_level': 0.8, 'dry_level': 0.24, 'width': 0.91, 'freeze_mode': 0.22}, {'room_size': 0.37, 'damping': 0.1, 'wet_level': 0.35, 'dry_level': 0.43, 'width': 0.48, 'freeze_mode': 0.74}, {'delay_seconds': 0.63, 'feedback': 0.28, 'mix': 0.65}]"
"[5, 26]","[5, 1]","[None, {'delay_seconds': 0.59, 'feedback': 0.44, 'mix': 0.27}]"
"[38, 49, 32]","[26, 35, 27]","[[{'room_size': 0.87, 'damping': 0.99, 'wet_level': 0.58, 'dry_level': 0.16, 'width': 0.77, 'freeze_mode': 1.0}, {'delay_seconds': 0.47, 'feedback': 0.38, 'mix': 0.55}], [{'room_size': 0.16, 'damping': 0.97, 'wet_level': 0.84, 'dry_level': 0.11, 'width': 0.95, 'freeze_mode': 0.94}, {'delay_seconds': 0.32, 'feedback': 0.62, 'mix': 0.11}], [{'room_size': 0.08, 'damping': 0.5, 'wet_level': 0.05, 'dry_level': 0.87, 'width': 0.93, 'freeze_mode': 0.07}, {'delay_seconds': 0.05, 'feedback': 0.22, 'mix': 0.93}]]"
"[32, 40, 4]","[30, 28, 9]","[{'delay_seconds': 0.93, 'feedback': 0.76, 'mix': 0.72}, [{'room_size': 0.04, 'damping': 0.52, 'wet_level': 0.58, 'dry_level': 0.38, 'width': 0.32, 'freeze_mode': 0.85}, {'delay_seconds': 0.02, 'feedback': 0.63, 'mix': 0.39}], None]"
"[15, 2, 4, 30]","[10, 28, 27, 12]","[{'room_size': 0.68, 'damping': 0.49, 'wet_level': 0.82, 'dry_level': 0.14, 'width': 0.3, 'freeze_mode': 0.95}, {'room_size': 0.93, 'damping': 0.32, 'wet_level': 0.09, 'dry_level': 0.8, 'width': 0.8, 'freeze_mode': 0.62}, None, {'room_size': 0.16, 'damping': 0.04, 'wet_level': 0.26, 'dry_level': 0.24, 'width': 0.42, 'freeze_mode': 0.14}]"
"[43, 9]","[21, 34]","[{'delay_seconds': 0.86, 'feedback': 0.07, 'mix': 0.1}, None]"
"[10, 0]","[29, 26]","[[{'room_size': 0.34, 'damping': 0.62, 'wet_level': 0.63, 'dry_level': 0.52, 'width': 0.86, 'freeze_mode': 0.85}, {'delay_seconds': 0.22, 'feedback': 0.54, 'mix': 0.78}], {'room_size': 0.87, 'damping': 0.26, 'wet_level': 0.49, 'dry_level': 0.53, 'width': 0.7, 'freeze_mode': 0.33}]"
"[45, 21, 18, 30]","[38, 38, 21, 24]","[{'room_size': 0.04, 'damping': 0.5, 'wet_level': 0.86, 'dry_level': 0.46, 'width': 0.52, 'freeze_mode': 0.49}, {'room_size': 0.18, 'damping': 0.79, 'wet_level': 0.28, 'dry_level': 0.95, 'width': 0.81, 'freeze_mode': 0.68}, {'room_size': 0.94, 'damping': 0.04, 'wet_level': 0.29, 'dry_level': 0.05, 'width': 0.57, 'freeze_mode': 0.12}, None]"
"[13, 40]","[30, 6]","[[{'room_size': 0.87, 'damping': 0.07, 'wet_level': 0.08, 'dry_level': 0.27, 'width': 0.65, 'freeze_mode': 0.18}, {'delay_seconds': 0.82, 'feedback': 0.75, 'mix': 0.56}], {'room_size': 0.12, 'damping': 0.99, 'wet_level': 0.49, 'dry_level': 0.45, 'width': 1.0, 'freeze_mode': 0.86}]"
"[13, 25]","[9, 9]","[[{'room_size': 0.75, 'damping': 0.76, 'wet_level': 0.23, 'dry_level': 0.61, 'width': 0.26, 'freeze_mode': 0.79}, {'delay_seconds': 0.15, 'feedback': 0.67, 'mix': 0.33}], {'delay_seconds': 0.69, 'feedback': 0.49, 'mix': 0.31}]"
"[22, 28, 38]","[4, 4, 34]","[{'delay_seconds': 0.9, 'feedback': 0.98, 'mix': 0.98}, None, {'delay_seconds': 0.42, 'feedback': 0.16, 'mix': 0.89}]"
"[18, 14]","[24, 4]","[{'room_size': 0.98, 'damping': 0.19, 'wet_level': 0.5, 'dry_level': 0.75, 'width': 0.43, 'freeze_mode': 0.05}, [{'room_size': 0.14, 'damping': 0.34, 'wet_level': 0.2, 'dry_level': 0.02, 'width': 0.15, 'freeze_mode': 0.88}, {'delay_seconds': 0.01, 'feedback': 0.77, 'mix': 0.75}]]"
"[10, 39]","[10, 34]","[{'delay_seconds': 0.66, 'feedback': 0.94, 'mix': 0.35}, {'delay_seconds': 0.59, 'feedback': 0.19, 'mix': 0.47}]"
"[8, 11, 33, 18]","[23, 33, 22, 31]","[[{'room_size': 0.93, 'damping': 0.18, 'wet_level': 0.7, 'dry_level': 0.46, 'width': 0.14, 'freeze_mode': 0.08}, {'delay_seconds': 0.48, 'feedback': 0.24, 'mix': 0.25}], None, {'room_size': 0.85, 'damping': 0.1, 'wet_level': 0.74, 'dry_level': 0.47, 'width': 0.9, 'freeze_mode': 0.36}, None]"
"[26, 2]","[1, 28]","[[{'room_size': 0.25, 'damping': 0.12, 'wet_level': 0.57, 'dry_level': 0.36, 'width': 0.83, 'freeze_mode': 0.74}, {'delay_seconds': 0.28, 'feedback': 0.02, 'mix': 0.24}], {'room_size': 0.57, 'damping': 0.08, 'wet_level': 0.66, 'dry_level': 0.67, 'width': 0.17, 'freeze_mode': 0.6}]"
"[25, 20]","[18, 33]","[{'delay_seconds': 0.06, 'feedback': 0.95, 'mix': 0.26}, None]"
"[41, 39, 19]","[29, 5, 19]","[{'delay_seconds': 0.38, 'feedback': 0.89, 'mix': 0.9}, {'delay_seconds': 0.82, 'feedback': 1.0, 'mix': 0.45}, [{'room_size': 0.37, 'damping': 0.61, 'wet_level': 0.68, 'dry_level': 0.7, 'width': 0.47, 'freeze_mode': 0.33}, {'delay_seconds': 0.82, 'feedback': 0.96, 'mix': 0.86}]]"
"[21, 26]","[30, 26]","[{'room_size': 0.1, 'damping': 0.53, 'wet_level': 0.78, 'dry_level': 0.25, 'width': 0.5, 'freeze_mode': 0.07}, {'delay_seconds': 0.69, 'feedback': 0.06, 'mix': 0.57}]"
"[34, 37, 6]","[14, 27, 5]","[{'delay_seconds': 0.61, 'feedback': 0.49, 'mix': 0.83}, None, {'room_size': 0.98, 'damping': 0.65, 'wet_level': 0.75, 'dry_level': 0.32, 'width': 0.87, 'freeze_mode': 0.9}]"
"[41, 31, 47, 15]","[20, 8, 31, 4]","[None, None, {'delay_seconds': 0.52, 'feedback': 0.15, 'mix': 0.57}, {'delay_seconds': 0.88, 'feedback': 0.93, 'mix': 0.4}]"
"[47, 13, 26, 39]","[16, 1, 23, 34]","[None, {'delay_seconds': 0.24, 'feedback': 0.09, 'mix': 0.77}, [{'room_size': 0.41, 'damping': 0.84, 'wet_level': 0.84, 'dry_level': 0.99, 'width': 0.8, 'freeze_mode': 0.21}, {'delay_seconds': 0.59, 'feedback': 0.53, 'mix': 0.51}], [{'room_size': 0.3, 'damping': 0.21, 'wet_level': 0.72, 'dry_level': 0.1, 'width': 0.05, 'freeze_mode': 0.38}, {'delay_seconds': 0.74, 'feedback': 0.87, 'mix': 0.54}]]"
"[44, 15, 43, 24]","[21, 27, 38, 13]","[[{'room_size': 0.01, 'damping': 0.67, 'wet_level': 0.79, 'dry_level': 0.74, 'width': 0.02, 'freeze_mode': 0.17}, {'delay_seconds': 0.09, 'feedback': 0.09, 'mix': 0.73}], {'room_size': 0.42, 'damping': 0.72, 'wet_level': 0.36, 'dry_level': 0.12, 'width': 0.72, 'freeze_mode': 0.63}, {'delay_seconds': 0.88, 'feedback': 0.29, 'mix': 0.85}, {'delay_seconds': 0.94, 'feedback': 0.76, 'mix': 0.35}]"
"[24, 24, 44]","[18, 5, 3]","[None, {'room_size': 0.23, 'damping': 0.89, 'wet_level': 0.48, 'dry_level': 0.32, 'width': 0.9, 'freeze_mode': 0.86}, [{'room_size': 0.69, 'damping': 0.19, 'wet_level': 0.5, 'dry_level': 0.74, 'width': 0.66, 'freeze_mode': 0.72}, {'delay_seconds': 0.89, 'feedback': 0.97, 'mix': 0.46}]]"
"[47, 38]","[15, 1]","[{'room_size': 0.75, 'damping': 0.69, 'wet_level': 0.44, 'dry_level': 0.92, 'width': 0.83, 'freeze_mode': 0.66}, {'delay_seconds': 0.83, 'feedback': 0.98, 'mix': 0.81}]"
"[35, 27]","[24, 37]","[{'room_size': 0.52, 'damping': 0.8, 'wet_level': 0.32, 'dry_level': 0.03, 'width': 0.72, 'freeze_mode': 0.9}, [{'room_size': 0.82, 'damping': 0.03, 'wet_level': 0.35, 'dry_level': 0.34, 'width': 0.22, 'freeze_mode': 0.8}, {'delay_seconds': 0.52, 'feedback': 0.84, 'mix': 0.6}]]"
"[31, 35, 24]","[2, 0, 19]","[[{'room_size': 0.67, 'damping': 0.33, 'wet_level': 0.05, 'dry_level': 0.18, 'width': 0.69, 'freeze_mode': 0.99}, {'delay_seconds': 0.33, 'feedback': 0.8, 'mix': 0.87}], {'delay_seconds': 0.97, 'feedback': 0.24, 'mix': 0.88}, {'delay_seconds': 0.64, 'feedback': 0.98, 'mix': 0.3}]"
"[11, 10, 48, 38]","[38, 32, 24, 33]","[None, {'delay_seconds': 0.68, 'feedback': 0.91, 'mix': 0.03}, {'delay_seconds': 0.36, 'feedback': 0.77, 'mix': 0.94}, {'delay_seconds': 0.48, 'feedback': 0.13, 'mix': 0.51}]"
"[38, 20]","[39, 36]","[{'room_size': 0.37, 'damping': 0.8, 'wet_level': 0.17, 'dry_level': 0.16, 'width': 0.68, 'freeze_mode': 0.91}, None]"
"[28, 4]","[36, 12]","[None, [{'room_size': 0.33, 'damping': 0.53, 'wet_level': 0.36, 'dry_level': 0.28, 'width': 0.55, 'freeze_mode': 0.66}, {'delay_seconds': 0.59, 'feedback': 0.95, 'mix': 0.3}]]"
"[28, 11, 49]","[27, 14, 30]","[{'delay_seconds': 0.24, 'feedback': 0.23, 'mix': 0.48}, {'delay_seconds': 0.05, 'feedback': 0.24, 'mix': 0.1}, None]"
"[21, 18, 37]","[12, 32, 39]","[{'room_size': 0.56, 'damping': 0.73, 'wet_level': 0.57, 'dry_level': 0.07, 'width': 0.92, 'freeze_mode': 0.01}, {'room_size': 0.24, 'damping': 0.35, 'wet_level': 0.91, 'dry_level': 0.98, 'width': 0.09, 'freeze_mode': 0.4}, None]"
"[22, 19, 18]","[12, 4, 20]","[{'delay_seconds': 0.65, 'feedback': 0.5, 'mix': 0.88}, {'room_size': 0.53, 'damping': 0.44, 'wet_level': 0.49, 'dry_level': 0.78, 'width': 0.02, 'freeze_mode': 0.92}, {'room_size': 0.23, 'damping': 0.58, 'wet_level': 0.49, 'dry_level': 0.54, 'width': 0.05, 'freeze_mode': 0.91}]"
"[22, 29]","[16, 26]","[{'delay_seconds': 0.29, 'feedback': 0.08, 'mix': 0.61}, {'room_size': 0.45, 'damping': 0.14, 'wet_level': 0.53, 'dry_level': 0.99, 'width': 0.07, 'freeze_mode': 0.26}]"
"[28, 19, 22, 21]","[29, 21, 35, 0]","[{'delay_seconds': 0.53, 'feedback': 0.82, 'mix': 0.21}, [{'room_size': 0.13, 'damping': 0.69, 'wet_level': 0.06, 'dry_level': 0.24, 'width': 0.91, 'freeze_mode': 0.13}, {'delay_seconds': 0.38, 'feedback': 0.95, 'mix': 0.02}], {'delay_seconds': 0.1, 'feedback': 0.74, 'mix': 0.75}, {'delay_seconds': 0.47, 'feedback': 0.42, 'mix': 0.75}]"
"[30, 14]","[29, 32]","[{'room_size': 0.7, 'damping': 0.2, 'wet_level': 0.62, 'dry_level': 0.2, 'width': 0.56, 'freeze_mode': 0.79}, {'room_size': 0.47, 'damping': 0.55, 'wet_level': 0.88, 'dry_level': 0.49, 'width': 0.35, 'freeze_mode': 0.8}]"
"[12, 8]","[8, 20]","[None, None]"
"[24, 15, 41]","[10, 19, 37]","[{'delay_seconds': 0.86, 'feedback': 0.1, 'mix': 0.78}, {'delay_seconds': 0.33, 'feedback': 0.45, 'mix': 0.03}, None]"
"[4, 29, 39]","[14, 15, 28]","[[{'room_size': 0.82, 'damping': 0.26, 'wet_level': 0.61, 'dry_level': 0.55, 'width': 0.15, 'freeze_mode': 0.29}, {'delay_seconds': 0.3, 'feedback': 0.62, 'mix': 0.79}], None, {'room_size': 0.18, 'damping': 0.44, 'wet_level': 0.2, 'dry_level': 0.18, 'width': 0.87, 'freeze_mode': 0.26}]"
"[34, 29, 13]","[33, 35, 8]","[[{'room_size': 0.35, 'damping': 0.07, 'wet_level': 0.87, 'dry_level': 0.21, 'width': 0.97, 'freeze_mode': 0.25}, {'delay_seconds': 0.83, 'feedback': 0.79, 'mix': 0.46}], {'room_size': 0.4, 'damping': 0.7, 'wet_level': 0.53, 'dry_level': 0.63, 'width': 0.47, 'freeze_mode': 0.56}, [{'room_size': 0.47, 'damping': 0.91, 'wet_level': 0.41, 'dry_level': 0.43, 'width': 0.67, 'freeze_mode': 0.21}, {'delay_seconds': 0.87, 'feedback': 0.43, 'mix': 0.93}]]"
"[13, 26, 28, 24]","[0, 31, 30, 6]","[None, {'delay_seconds': 0.93, 'feedback': 0.54, 'mix': 0.19}, [{'room_size': 0.53, 'damping': 0.71, 'wet_level': 0.77, 'dry_level': 0.52, 'width': 0.22, 'freeze_mode': 0.93}, {'delay_seconds': 0.77, 'feedback': 0.27, 'mix': 0.81}], None]"
"[42, 24]","[5, 3]","[{'room_size': 0.32, 'damping': 0.51, 'wet_level': 0.73, 'dry_level': 0.21, 'width': 0.25, 'freeze_mode': 0.36}, None]"
"[14, 42, 44, 49]","[27, 30, 19, 20]","[{'room_size': 0.58, 'damping': 0.18, 'wet_level': 0.65, 'dry_level': 0.47, 'width': 0.93, 'freeze_mode': 0.16}, None, [{'room_size': 0.57, 'damping': 0.52, 'wet_level': 0.09, 'dry_level': 0.93, 'width': 0.59, 'freeze_mode': 0.26}, {'delay_seconds': 0.69, 'feedback': 0.32, 'mix': 0.51}], [{'room_size': 0.34, 'damping': 0.88, 'wet_level': 0.99, 'dry_level': 0.16, 'width': 0.02, 'freeze_mode': 0.22}, {'delay_seconds': 0.59, 'feedback': 0.17, 'mix': 0.81}]]"
"[43, 1, 41]","[22, 36, 31]","[[{'room_size': 0.0, 'damping': 0.76, 'wet_level': 0.75, 'dry_level': 0.55, 'width': 0.75, 'freeze_mode': 0.62}, {'delay_seconds': 0.7, 'feedback': 0.06, 'mix': 0.88}], {'delay_seconds': 0.81, 'feedback': 0.92, 'mix': 0.12}, [{'room_size': 0.13, 'damping': 0.88, 'wet_level': 0.06, 'dry_level': 0.09, 'width': 0.82, 'freeze_mode': 0.56}, {'delay_seconds': 0.39, 'feedback': 0.55, 'mix': 0.88}]]"
"[27, 4, 13, 23]","[0, 33, 18, 39]","[None, {'room_size': 0.11, 'damping': 0.4, 'wet_level': 0.55, 'dry_level': 0.1, 'width': 0.52, 'freeze_mode': 0.76}, None, None]"
"[49, 19, 18]","[17, 35, 4]","[{'room_size': 0.69, 'damping': 0.15, 'wet_level': 0.97, 'dry_level': 0.37, 'width': 0.98, 'freeze_mode': 0.1}, [{'room_size': 0.02, 'damping': 0.79, 'wet_level': 0.17, 'dry_level': 0.92, 'width': 0.43, 'freeze_mode': 0.87}, {'delay_seconds': 0.42, 'feedback': 0.53, 'mix': 0.32}], [{'room_size': 0.66, 'damping': 0.32, 'wet_level': 0.22, 'dry_level': 0.08, 'width': 0.06, 'freeze_mode': 0.31}, {'delay_seconds': 0.74, 'feedback': 0.21, 'mix': 0.3}]]"
"[42, 14, 7, 36]","[1, 39, 36, 13]","[{'delay_seconds': 0.87, 'feedback': 0.4, 'mix': 0.95}, {'delay_seconds': 0.32, 'feedback': 0.22, 'mix': 0.22}, {'delay_seconds': 0.79, 'feedback': 0.19, 'mix': 0.84}, {'delay_seconds': 0.52, 'feedback': 0.11, 'mix': 0.48}]"
"[31, 39]","[3, 2]","[[{'room_size': 0.25, 'damping': 0.64, 'wet_level': 0.83, 'dry_level': 0.54, 'width': 0.01, 'freeze_mode': 0.68}, {'delay_seconds': 0.81, 'feedback': 0.28, 'mix': 0.05}], [{'room_size': 0.52, 'damping': 0.04, 'wet_level': 0.42, 'dry_level': 0.02, 'width': 0.22, 'freeze_mode': 0.39}, {'delay_seconds': 0.11, 'feedback': 0.11, 'mix': 0.83}]]"
"[12, 10]","[26, 31]","[[{'room_size': 0.16, 'damping': 0.37, 'wet_level': 0.1, 'dry_level': 0.47, 'width': 0.21, 'freeze_mode': 0.19}, {'delay_seconds': 0.11, 'feedback': 0.77, 'mix': 0.64}], {'delay_seconds': 0.62, 'feedback': 0.02, 'mix': 0.24}]"
